COL_ID	ITEM_ID	COL_CD	DICT_ID	COL_ORDER	COL_TYPE	VISIBLE	EDITABLE	TEXT_ALIGN	NECESSARY	COL_WIDTH	IN_COL_INDEX	IN_COL_DEFAULT_VALUE
1822	3070	planNumMultiText	2937	8	number	0	1	right	0	110		
1823	3070	planWarehouseCd	753	9	dropdown	1	1		0	300		
1824	3070	planLocationCd	622	10	text	1	1		0	200		
1825	3070	planLot	624	11	text	1	1		0	170		
1826	3070	planLimitDt	625	12	date	1	1		0	150		
1827	3070	planClientOrderNo	663	13	text	1	1		0	210		
1828	3070	planStoreLabelNo	631	14	text	1	1		0	170		
1829	3070	treceivePlanSpareAsOne.spareStr1	2645	15	text	0	1		0	170		
1830	3070	treceivePlanSpareAsOne.spareStr2	2646	16	text	0	1		0	170		
1831	3070	treceivePlanSpareAsOne.spareStr3	2647	17	text	0	1		0	170		
1832	3070	treceivePlanSpareAsOne.spareNum1	2648	18	number	0	1	right	0	170		
1833	3070	treceivePlanSpareAsOne.spareNum2	2649	19	number	0	1	right	0	170		
1834	3070	treceivePlanSpareAsOne.spareNum3	2650	20	number	0	1	right	0	170		
1835	3121	treceivePlanH.receivePlanDt	574	1	date	1	0		0	150		
1836	3121	tstoreRecordBList[0].storeDt	589	2	date	1	0		0	150		
1837	3121	treceivePlanH.mcustomerByPlanSupplierId.customerCd	626	3	text	1	0		0	200		
1838	3121	treceivePlanH.mcustomerByPlanSupplierId.customerNm	1019	4	text	1	0		0	300		
1839	3121	tstoreRecordBList[0].tstoreRecordH.mcustomerBySupplierId.customerCd	393	5	text	1	0		0	200		
1840	3121	tstoreRecordBList[0].tstoreRecordH.mcustomerBySupplierId.customerNm	396	6	text	1	0		0	300		
1841	3121	treceivePlanH.planClientReceiveNo	662	7	text	1	0		0	210		
1842	3121	tstoreRecordBList[0].tstoreRecordH.clientReceiveNo	353	8	text	1	0		0	210		
1843	3121	treceivePlanH.receiveSlipNo	186	9	text	1	0		0	170		
1844	3121	lineNo	359	10	number	1	0	right	0	60		
1845	3121	receiveStatusTemp	1207	11	text	1	0		0	170		
1846	3121	bclassDtlByReceiveStatus.vdict.dictNm	1208	12	text	1	0		0	205		
1847	3121	productCd	470	13	text	1	0		0	245		
1848	3121	mproduct.productNm	474	14	text	1	0		0	300		
1849	3121	mproduct.janCd	180	15	text	1	0		0	205		
