メッセージマスタ	メッセージマスタ	メッセージマスタ	メッセージマスタ	メッセージマスタ	メッセージマスタ	HTメッセージマスタ	メッセージマスタ	メッセージマスタ	メッセージマスタ	HTメッセージマスタ	メッセージマスタ	メッセージマスタ	メッセージマスタ	HTメッセージマスタ
ecOrderBlanchNoCheckHalfWidthOnlyError	error	lms	ja-JP	ＥＣ発注番号_枝番が半角文字以外です。										
kokyakuCdCheckHalfWidthOnlyError	error	lms	ja-JP	顧客コードが半角文字以外です。										
paymentTypeCdCheckHalfWidthOnlyError	error	lms	ja-JP	決済区分が半角文字以外です。										
priceHiddenFlgCheckHalfWidthOnlyError	error	lms	ja-JP	金額非表示フラグが半角文字以外です。										
paymentHiddenFlgCheckHalfWidthOnlyError	error	lms	ja-JP	決済非表示フラグが半角文字以外です。										
orderNoDeliveryNoteCheckHalfWidthOnlyError	error	lms	ja-JP	注文番号_納品書が半角文字以外です。										
pointCheckNumericOnlyError	error	lms	ja-JP	ポイントが数字以外です。										
storePlantCdCheckHalfWidthOnlyError	error	lms	ja-JP	入庫プラントが半角文字以外です。										
storeStorageSpaceCdCheckHalfWidthOnlyError	error	lms	ja-JP	入庫保管場所が半角文字以外です。										
shippingPlantCdCheckHalfWidthOnlyError	error	lms	ja-JP	出庫プラントが半角文字以外です。										
shippingStorageSpaceCdCheckHalfWidthOnlyError	error	lms	ja-JP	出庫保管場所が半角文字以外です。										
lotManagTypeCdCheckHalfWidthOnlyError	error	lms	ja-JP	ロット管理区分が半角文字以外です。										
transactionTypeCdCheckHalfWidthOnlyError	error	lms	ja-JP	取引区分が半角文字以外です。										
customerCdCheckHalfWidthOnlyError	error	lms	ja-JP	取引先コードが半角文字以外です。										
delivCdCheckNumericOnlyError	error	lms	ja-JP	納入先コードが数字以外です。										
carrier1OrCarrier2OrCarrier3NotInputError	error	lms	ja-JP	運送業者(UN/HM/用品)、運送業者(FW足数上限)、運送業者(FW足数以上業者)のいずれかを入力して下さい。										
baseNotEnteredError	error	lms	ja-JP	拠点を入力して下さい。	未入力									
salesOrgCdCheckAlphabetAndNumericOnlyError	error	lms	ja-JP	販売組織CD 英数字のみ										
salesOrgCdLengthCheckMaxError	error	lms	ja-JP	販売組織CDは最大[0]文字以下を入力して下さい。										
customerCdLengthCheckMaxError	error	lms	ja-JP	取引先CDは最大[0]文字以下を入力して下さい。										
zipCdCheckNumericAndHyphenOnlyError	error	lms	ja-JP	郵便番号 数値と-のみ										
zipCdLengthCheckMaxError	error	lms	ja-JP	郵便番号は最大8文字以下を入力して下さい。										
baseCdNotEnteredError	error	lms	ja-JP	拠点CDを入力して下さい。										
baseCdCheckAlphabetAndNumericAndHyphenOnlyError	error	lms	ja-JP	拠点CD 英数字と-のみ										
baseCdLengthCheckMaxError	error	lms	ja-JP	拠点CDは最大[0]文字以下を入力して下さい。										
notFoundInBaseMasterError	error	lms	ja-JP	拠点マスタに存在しません。										
carrierCdCheckAlphabetAndNumericOnlyError	error	lms	ja-JP	運送業者 英数字のみ										
carrierCdLengthCheckMaxError	error	lms	ja-JP	運送業者は最大5文字以下を入力して下さい。										
carrierCd1CheckAlphabetAndNumericOnlyError	error	lms	ja-JP	運送業者CD(UN/HM/用品) 英数字のみ										
carrierCd1LengthCheckMaxError	error	lms	ja-JP	運送業者CD(UN/HM/用品)は最大5文字以下を入力して下さい。										
carrierCd2CheckAlphabetAndNumericOnlyError	error	lms	ja-JP	運送業者CD(FW足数上限) 英数字のみ										
carrierCd2LengthCheckMaxError	error	lms	ja-JP	運送業者CD(FW足数上限)は最大5文字以下を入力して下さい。										
carrierCd3CheckAlphabetAndNumericOnlyError	error	lms	ja-JP	運送業者CD(FW足数以上) 英数字のみ										
carrierCd3LengthCheckMaxError	error	lms	ja-JP	運送業者CD(FW足数以上)は最大5文字以下を入力して下さい。										
eitherPatternNotInputError	error	lms	ja-JP	販売組織CD・取引先CDまたは郵便番号または出荷区分・都道府県・運送業者CD(UN/HM/用品)・運送業者CD(FW足数上限)・運送業者CD(FW足数以上)のいずれかのパターンを入力してください。										
baseCdSalesOrgCustomerCdDuplicateError	error	lms	ja-JP	拠点CD・販売組織CD・取引先CDの組合せが重複しています。										
baseCdZipCdDuplicationError	error	lms	ja-JP	拠点CD・郵便番号の組合せが重複しています。										
baseCdShippingTypeCdPrefectureDuplicateError	error	lms	ja-JP	拠点CD・出荷区分・都道府県の組合せが重複しています。										
unshipTraceNoCannotDisplayPackingListError	error	lms	ja-JP	未出荷の問合せ番号は梱包明細を表示できません。										
largeItemHandlingFlgAtBaseError	error	lms	ja-JP	大物取扱フラグは拠点に1つしか設定できません。										
heavyItemHandlingFlgAtBaseError	error	lms	ja-JP	重量取扱フラグは拠点に1つしか設定できません。										
holidayCarrierFlgAtBaseError	error	lms	ja-JP	休日振替運送業者フラグは拠点に1つしか設定できません。										
okinawaFlightFlgAtBaseError	error	lms	ja-JP	沖縄航空便振替フラグは拠点に1つしか設定できません。										
baseDefaultCarrierFlgAtBaseError	error	lms	ja-JP	拠点デフォルト運送業者フラグは拠点に1つしか設定できません。										
carrierCdNotFoundInMasterError	error	lms	ja-JP	入力された運送業者CDは運送業者マスタに存在しません。										
sanshaTypeCdCheckHalfWidthOnlyError	error	lms	ja-JP	3社区分が半角文字以外です。										
sanshaTargetTypeCdCheckHalfWidthOnlyError	error	lms	ja-JP	3社対象区分が半角文字以外です。										
sanshaTargetTypeCdLengthOutOfRangeError	error	lms	ja-JP	3社対象区分の桁数が範囲外です。										
sanshaDeliverySlipNo1CheckNumericOnlyError	error	lms	ja-JP	3社納品書番号1が数字以外です。										
dLengthOutOfRangeError	error	lms	ja-JP	Dの桁数が範囲外です。										
faxCheckNumericOnlyError	error	lms	ja-JP	FAXが数字以外です。										
faxLengthOutOfRangeError	error	lms	ja-JP	FAXの桁数が範囲外です。										
ifIdCheckHalfWidthOnlyError	error	lms	ja-JP	IFIDが半角文字以外です。										
ifIdNullError	error	lms	ja-JP	IFIDが存在しません。										
ifNoNullError	error	lms	ja-JP	IF用番号が存在しません。										
ifNoCheckHalfWidthOnlyError	error	lms	ja-JP	IF用番号が半角文字以外です。										
iLengthOutOfRangeError	error	lms	ja-JP	Iの桁数が範囲外です。										
janCdNullError	error	lms	ja-JP	JANコードが存在しません。										
janCdGroupLengthOutOfRangeError	error	lms	ja-JP	JANコードグループの桁数が範囲外です。										
janCdTypeCdCheckHalfWidthOnlyError	error	lms	ja-JP	JANコード区分が半角文字以外です。										
psamNmCheckHalfWidthOnlyError	error	lms	ja-JP	PSAM名が半角文字以外です。										
psamNmLengthOutOfRangeError	error	lms	ja-JP	PSAM名の桁数が範囲外です。										
rfIdSnLengthOutOfRangeError	error	lms	ja-JP	RFIDシリアル番号の桁数が範囲外です。										
rfIdTagDuplicateError	error	lms	ja-JP	RFIDタグ情報が重複しています。										
scmLabelDuplicateError	error	lms	ja-JP	SCMラベル情報が重複しています。										
movingAveragePriceLengthOutOfRangeError	error	lms	ja-JP	移動平均単価の桁数が範囲外です。										
carrierCompanyCdLengthOutOfRangeError	error	lms	ja-JP	運送会社コードの桁数が範囲外です。										
carrierCompanyNmLengthOutOfRangeError	error	lms	ja-JP	運送会社名称の桁数が範囲外です。										
carrierSlipNoNullError	error	lms	ja-JP	運送便伝票番号が存在しません。										
carrierSlipNoLengthOutOfRangeError	error	lms	ja-JP	運送便伝票番号の桁数が範囲外です。										
destinationCdCheckNumericOnlyError	error	lms	ja-JP	送り先コードが数字以外です。										
cartonIdNoNullError	error	lms	ja-JP	カートン識別番号が存在しません。										
cartonIdNoLengthOutOfRangeError	error	lms	ja-JP	カートン識別番号の桁数が範囲外です。										
fiscalYearCheckHalfWidthOnlyError	error	lms	ja-JP	会計年度が半角文字以外です。										
companyCdLengthOutOfRangeError	error	lms	ja-JP	会社コードの桁数が範囲外です。										
referenceDtCheckNotDateFormatError	error	lms	ja-JP	基準日が日付ではありません。										
caseTypeCdCheckHalfWidthOnlyError	error	lms	ja-JP	ケース区分が半角文字以外です。										
caseTypeCdLengthOutOfRangeError	error	lms	ja-JP	ケース区分の桁数が範囲外です。										
idManagNoNullError	error	lms	ja-JP	個体管理番号が存在しません。										
idManagNoLengthOutOfRangeError	error	lms	ja-JP	個体管理番号の桁数が範囲外です。										
packingNumCheckNumericOnlyError	error	lms	ja-JP	梱包数が数字ではありません。										
packingNumNullError	error	lms	ja-JP	梱包数が存在しません。										
packingNumLengthOutOfRangeError	error	lms	ja-JP	梱包数の桁数が範囲外です。										
packingNoNullError	error	lms	ja-JP	梱包番号が存在しません。										
packingNoLengthOutOfRangeError	error	lms	ja-JP	梱包番号の桁数が範囲外です。										
serverSendTimeCheckNotTimeFormatError	error	lms	ja-JP	サーバー宛送信時刻が時刻ではありません。										
serverSendFlgCheckHalfWidthOnlyError	error	lms	ja-JP	サーバー送信フラグが半角文字以外です。										
stockNumCheckNumericOnlyError	error	lms	ja-JP	在庫数量が数字以外です。										
stockNumNullError	error	lms	ja-JP	在庫数量が存在しません。										
sizeNmCheckHalfWidthOnlyError	error	lms	ja-JP	サイズ名称が半角文字以外です。										
sizeNmLengthOutOfRangeError	error	lms	ja-JP	サイズ名称の桁数が範囲外です。										
addTimeCheckNumericOnlyError	error	lms	ja-JP	作成時間が数字以外です。										
addTimeLengthOutOfRangeError	error	lms	ja-JP	作成時間の桁数が範囲外です。										
sapAddUserCdNullError	error	lms	ja-JP	作成者が存在しません。										
sapAddMmNullError	error	lms	ja-JP	作成日_月が存在しません。										
addDtCheckNumericOnlyError	error	lms	ja-JP	作成日が数字以外です。										
addDtCheckNotDateFormatError	error	lms	ja-JP	作成日が日付ではありません。										
addDtLengthOutOfRangeError	error	lms	ja-JP	作成日の桁数が範囲外です。										
inventorySlipNoCheckHalfWidthOnlyError	error	lms	ja-JP	実地棚卸伝票番号が半角文字以外です。										
inventorySlipRowNoCheckNumericOnlyError	error	lms	ja-JP	実地棚卸伝票明細番号が数字以外です。										
shippingSlipRowNoSnCheckNumericOnlyError	error	lms	ja-JP	出荷伝票明細番号連番が数字以外です。										
shippingSlipRowNoSnNullError	error	lms	ja-JP	出荷伝票明細番号連番が存在しません。										
shippingPlanSlipNoNullError	error	lms	ja-JP	出荷予定伝票番号が存在しません。										
shippingPlanSlipNoLengthOutOfRangeError	error	lms	ja-JP	出荷予定伝票番号の桁数が範囲外です。										
productPriceCheckNumericOnlyError	error	lms	ja-JP	商品代金が数字以外です。										
productMasterErrorDuplicateError	error	lms	ja-JP	商品マスタが重複しています。										
serialNoDuplicateError	error	lms	ja-JP	シリアル番号情報が重複しています。										
serialNoNullError	error	lms	ja-JP	シリアル番号が存在しません。										
serialNoLengthOutOfRangeError	error	lms	ja-JP	シリアル番号の桁数が範囲外です。										
numLengthOutOfRangeError	error	lms	ja-JP	数量の桁数が範囲外です。										
statusCheckHalfWidthOnlyError	error	lms	ja-JP	ステータスが半角文字以外です。										
inventoryFlgLengthOutOfRangeError	error	lms	ja-JP	棚卸フラグの桁数が範囲外です。										
dummyCheckHalfWidthOnlyError	error	lms	ja-JP	ダミーが半角文字以外です。										
dataAddDtPickingCheckNumericOnlyError	error	lms	ja-JP	提供データ作成日_出庫が数字以外です。										
dataTypeCdCheckHalfWidthOnlyError	error	lms	ja-JP	データ区分が半角文字以外です。										
dataTypeCheckHalfWidthOnlyError	error	lms	ja-JP	データ種別が半角文字以外です。										
SalseOrgDuplicateError	error	lms	ja-JP	店販社が重複しています。										
nizoroeNoSnCheckNumericOnlyError	error	lms	ja-JP	荷揃番号連番が数値ではありません。										
nizoroeNoSnLengthOutOfRangeError	error	lms	ja-JP	荷揃番号連番の桁数が範囲外です。										
unitNumLengthOutOfRangeError	error	lms	ja-JP	入数の桁数が範囲外です。										
barcodeCheckHalfWidthOnlyError	error	lms	ja-JP	バーコードが半角文字以外です。										
barcodeLengthOutOfRangeError	error	lms	ja-JP	バーコードの桁数が範囲外です。										
salesOrgCdNullError	error	lms	ja-JP	販売組織が存在しません。										
plantNormalProductCheckHalfWidthOnlyError	error	lms	ja-JP	プラント(通常品)が半角文字以外です。										
plantNormalProductLengthOutOfRangeError	error	lms	ja-JP	プラント(通常品)の桁数が範囲外です。										
plantDepositProductCheckHalfWidthOnlyError	error	lms	ja-JP	プラント(預かり品)が半角文字以外です。										
plantDepositProductLengthOutOfRangeError	error	lms	ja-JP	プラント(預かり品)の桁数が範囲外です。										
plantCdCheckHalfWidthOnlyError	error	lms	ja-JP	プラントCDが半角文字以外です。										
plantCdNullError	error	lms	ja-JP	プラントCDが存在しません。										
plantCdLengthOutOfRangeError	error	lms	ja-JP	プラントCDの桁数が範囲外です。										
plantCheckHalfWidthOnlyError	error	lms	ja-JP	プラントが半角文字以外です。										
plantNullError	error	lms	ja-JP	プラントが存在しません。										
plantLengthOutOfRangeError	error	lms	ja-JP	プラントの桁数が範囲外です。										
plantStorageSpaceCdDuplicateError	error	lms	ja-JP	プラント保管場所が重複しています。										
plantStorageSpaceMasterUpdateError	error	lms	ja-JP	プラント保管場所マスタテーブルへの更新ができません。										
plantStorageSpaceMasteInsertError	error	lms	ja-JP	プラント保管場所マスタテーブルへの新規登録ができません。										
plantNmLengthOutOfRangeError	error	lms	ja-JP	プラント名の桁数が範囲外です。										
transferDuplicateError	error	lms	ja-JP	振替が重複しています。										
storageLocationTypeCdCheckHalfWidthOnlyError	error	lms	ja-JP	フロア区分(保管場所区分)が半角文字以外です。										
storageLocationTypeCdLengthOutOfRangeError	error	lms	ja-JP	フロア区分(保管場所区分)の桁数が範囲外です。										
programIdCheckHalfWidthOnlyError	error	lms	ja-JP	プログラムIDが半角文字以外です。										
helmetTypeCdCheckHalfWidthOnlyError	error	lms	ja-JP	ヘルメット区分が半角文字以外です。										
pointCheckHalfWidthOnlyError	error	lms	ja-JP	ポイントが半角文字以外です。										
userCdCheckHalfWidthOnlyError	error	lms	ja-JP	ユーザコードが半角文字以外です。										
snNullError	error	lms	ja-JP	連番が存在しません。										
snLengthOutOfRangeError	error	lms	ja-JP	連番の桁数が範囲外です。										
lotCheckHalfWidthOnlyError2	error	lms	ja-JP	ロット番号が半角文字以外です。										
lotLengthOutOfRangeError	error	lms	ja-JP	ロット番号の桁数が範囲外です。										
transferTypeCheckHalfWidthOnlyError	error	lms	ja-JP	移動タイプが半角文字以外です。										
transferTypeNullError	error	lms	ja-JP	移動タイプが存在しません。										
transferTypeLengthOutOfRangeError	error	lms	ja-JP	移動タイプの桁数が範囲外です。										
movingAveragePriceCheckHalfWidthOnlyError	error	lms	ja-JP	移動平均単価が半角文字以外です。										
allocTypeCdCheckHalfWidthOnlyError	error	lms	ja-JP	引当区分が半角文字以外です。										
allocTypeCdLengthOutOfRangeError	error	lms	ja-JP	引当区分の桁数が範囲外です。										
carrierCompanyCdNullError	error	lms	ja-JP	運送会社コードが存在しません。										
carrierCompanyNmCheckNotHalfWidthCharacterError	error	lms	ja-JP	運送会社名称が半角文字ではありません。										
carrierAbbrLengthOutOfRangeError	error	lms	ja-JP	運送業者略称の桁数が範囲外です。										
carrierSlipNoCheckHalfWidthOnlyError	error	lms	ja-JP	運送便伝票番号が半角文字以外です。										
carrierSlipNoCheckNotHalfWidthCharacterError	error	lms	ja-JP	運送便伝票番号が半角文字ではありません。										
processedTypeCdCheckHalfWidthOnlyError	error	lms	ja-JP	加工品区分が半角文字以外です。										
nizoroeNoCheckNotHalfWidthCharacterError	error	lms	ja-JP	荷揃番号が半角文字ではありません。										
nizoroeNoSnNullError	error	lms	ja-JP	荷揃番号連番が存在しません。										
fiscalYearCheckNumericOnlyError	error	lms	ja-JP	会計年度が数字以外です。										
fiscalYearNullError	error	lms	ja-JP	会計年度が存在しません。										
fiscalYearLengthOutOfRangeError	error	lms	ja-JP	会計年度の桁数が範囲外です。										
companyCdCheckHalfWidthOnlyError	error	lms	ja-JP	会社コードが半角文字以外です。										
companyNmLengthOutOfRangeError	error	lms	ja-JP	会社名の桁数が範囲外です。										
confirmedPackingNumCheckNumericOnlyError	error	lms	ja-JP	確定梱包数が数字以外です。										
confirmedPackingNumNullError	error	lms	ja-JP	確定梱包数が存在しません。										
confirmedPackingNumLengthOutOfRangeError	error	lms	ja-JP	確定梱包数の桁数が範囲外です。										
completeTypeCdCheckHalfWidthOnlyError	error	lms	ja-JP	完了区分が半角文字以外です。										
managTypeCdCheckHalfWidthOnlyError	error	lms	ja-JP	管理区分が半角文字以外です。										
referenceDtShippingDtCheckNotDateFormatError	error	lms	ja-JP	基準日が出荷日が日付ではありません。										
referenceDtCheckNumericOnlyError	error	lms	ja-JP	基準日が数字以外です。										
referenceDtNullError	error	lms	ja-JP	基準日が存在しません。										
referenceDtLengthOutOfRangeError	error	lms	ja-JP	基準日の桁数が範囲外です。										
limitDtCheckNumericOnlyError	error	lms	ja-JP	期限日が数字以外です。										
limitDtCheckNotDateFormatError	error	lms	ja-JP	期限日が日付ではありません。										
limitDtLengthOutOfRangeError	error	lms	ja-JP	期限日の桁数が範囲外です。										
oldJanCdCheckHalfWidthOnlyError	error	lms	ja-JP	旧JANコードが半角文字以外です。										
oldJanCdLengthOutOfRangeError	error	lms	ja-JP	旧JANコードの桁数が範囲外です。										
baseTypeCdCheckHalfWidthOnlyError	error	lms	ja-JP	拠点区分が半角文字以外です。										
baseTypeCdLengthOutOfRangeError	error	lms	ja-JP	拠点区分の桁数が範囲外です。										
baseNmCheckHalfWidthOnlyError	error	lms	ja-JP	拠点名称が半角文字以外です。										
baseNmLengthOutOfRangeError	error	lms	ja-JP	拠点名称の桁数が範囲外です。										
sharedProductTypeCdCheckHalfWidthOnlyError	error	lms	ja-JP	共有商品区分が半角文字以外です。										
sharedProductTypeCdLengthOutOfRangeError	error	lms	ja-JP	共有商品区分の桁数が範囲外です。										
emergencyFlgCheckHalfWidthOnlyError	error	lms	ja-JP	緊急区分が半角文字以外です。										
emergencyFlgLengthOutOfRangeError	error	lms	ja-JP	緊急区分の桁数が範囲外です。										
inspectionCompleteTypeCdCheckHalfWidthOnlyError	error	lms	ja-JP	検品確定区分が半角文字以外です。										
langCheckHalfWidthOnlyError	error	lms	ja-JP	言語が半角文字以外です。										
langLengthOutOfRangeError	error	lms	ja-JP	言語の桁数が範囲外です。										
idManagDataDuplicateError	error	lms	ja-JP	個体管理情報が重複しています。										
idManagAbolitionTypeCdCheckHalfWidthOnlyError	error	lms	ja-JP	個体管理廃止区分が半角文字以外です。										
idManagAbolitionTypeCdLengthOutOfRangeError	error	lms	ja-JP	個体管理廃止区分の桁数が範囲外です。										
idManagNoCheckNumericOnlyError	error	lms	ja-JP	個体管理番号が数字以外です。										
koguchiDeliveryMasterDuplicateError	error	lms	ja-JP	戸口配送マスタが重複しています。										
kohaiConstractorCdCheckHalfWidthOnlyError	error	lms	ja-JP	戸配契約先コードが半角文字以外です。										
updFlgLengthOutOfRangeError	error	lms	ja-JP	更新フラグの桁数が範囲外です。										
updUserCdCheckHalfWidthOnlyError	error	lms	ja-JP	更新担当者コードが半角文字以外です。										
puchaseOrgCdCheckHalfWidthOnlyError	error	lms	ja-JP	購買組織が半角文字以外です。										
puchaseOrgCdLengthOutOfRangeError	error	lms	ja-JP	購買組織の桁数が範囲外です。										
countryCheckHalfWidthOnlyError	error	lms	ja-JP	国が半角文字以外です。										
countryLengthOutOfRangeError	error	lms	ja-JP	国の桁数が範囲外です。										
packingReportDuplicateError	error	lms	ja-JP	梱包明細が重複しています。										
packingRowNoCheckNotNumericError	error	lms	ja-JP	梱包明細番号が数値以外です										
packingRowNoNullError	error	lms	ja-JP	梱包明細番号が存在しません。										
packingRowNoLengthOutOfRangeError	error	lms	ja-JP	梱包明細番号の桁数が範囲外です。										
stockTransferDtNullerror	error	lms	ja-JP	在庫移動日(年月日)が存在しません。										
stockTransferDtCheckNotDateFormatError	error	lms	ja-JP	在庫移動日(年月日)が日付ではありません。										
stockTransferDtLengthOutOfRangeError	error	lms	ja-JP	在庫移動日(年月日)の桁数が範囲外です。										
stockRecordDuplicateError	error	lms	ja-JP	在庫実績が重複しています。										
stockNumLengthOutOfRangeError	error	lms	ja-JP	在庫数量の桁数が範囲外です。										
addTimeOrderCheckHalfWidthOnlyError	error	lms	ja-JP	作成時間(発注)が半角文字以外です。										
sapAddHhNullError	error	lms	ja-JP	作成時間_時が存在しません。										
sapAddSsNullError	error	lms	ja-JP	作成時間_秒が存在しません。										
sapAddMiNullError	error	lms	ja-JP	作成時間_分が存在しません。										
addTimeCheckNotTimeFormatError	error	lms	ja-JP	作成時間が時刻ではありません。										
sapAddYyyyNullError	error	lms	ja-JP	作成日_年が存在しません。										
sapAddDdNullError	error	lms	ja-JP	作成日_日が存在しません。										
delFlgCheckHalfWidthOnlyError	error	lms	ja-JP	削除フラグが半角文字以外です。										
address2CheckHalfWidthOnlyError	error	lms	ja-JP	市区町村が半角文字以外です。										
address2LengthOutOfRangeError	error	lms	ja-JP	市区町村の桁数が範囲外です。										
empNmLengthOutOfRangeError2	error	lms	ja-JP	氏名の桁数が範囲外です。										
inventorySlipNoNullError	error	lms	ja-JP	実地棚卸伝票番号が存在しません。										
inventorySlipNoLengthOutOfRangeError	error	lms	ja-JP	実地棚卸伝票番号の桁数が範囲外です。										
inventorySlipRowNoNullError	error	lms	ja-JP	実地棚卸伝票明細番号が存在しません。										
inventorySlipRowNoLengthOutOfRangeError	error	lms	ja-JP	実地棚卸伝票明細番号の桁数が範囲外です。										
empIdCdCheckHalfWidthOnlyError	error	lms	ja-JP	社員識別コードが半角文字以外です。										
customerOrderNoCheckHalfWidthOnlyError	error	lms	ja-JP	取引先注文番号が半角文字以外です。										
customerOrderNoLengthOutOfRangeError	error	lms	ja-JP	取引先注文番号の桁数が範囲外です。										
customerNmCheckHalfWidthOnlyError	error	lms	ja-JP	取引先名称が半角文字以外です。										
salesOrderNoCheckNumericOnlyError	error	lms	ja-JP	受注番号が数字以外です。										
modTypeCdCheckHalfWidthOnlyError	error	lms	ja-JP	修正区分が半角文字以外です。										
shippingRecordDuplicateError	error	lms	ja-JP	出荷実績が重複しています。										
shippingSlipNoCheckNumericOnlyError	error	lms	ja-JP	出荷伝票番号が数字以外です。										
shippingSlipNoCheckNotHalfWidthCharacterError	error	lms	ja-JP	出荷伝票番号が半角文字ではありません。										
shippingSlipRowNoSnLengthOutOfRangeError	error	lms	ja-JP	出荷伝票明細番号連番の桁数が範囲外です。										
shippingPlanDuplicateError	error	lms	ja-JP	出荷予定が重複しています。										
shippingPlanSlipNoCheckHalfWidthOnlyError	error	lms	ja-JP	出荷予定伝票番号が半角文字以外です。										
shippingPlanSlipRowNoCheckNumericOnlyError	error	lms	ja-JP	出荷予定明細番号が数字以外です。										
shippingPlanSlipRowNoLengthOutOfRangeError	error	lms	ja-JP	出荷予定明細番号の桁数が範囲外です。										
pickingDtCheckNumericOnlyError	error	lms	ja-JP	出庫日が数字以外です。										
pickingDtCheckNotDateFormatError	error	lms	ja-JP	出庫日が日付ではありません。										
pickingDtLengthOutOfRangeError	error	lms	ja-JP	出庫日の桁数が範囲外です。										
processTypeCdCheckHalfWidthOnlyError	error	lms	ja-JP	処理区分が半角文字以外です。										
processTypeCdLengthOutOfRangeError	error	lms	ja-JP	処理区分の桁数が範囲外です。										
address3CheckHalfWidthOnlyError	error	lms	ja-JP	所在地が半角文字以外です。										
address3LengthOutOfRangeError	error	lms	ja-JP	所在地の桁数が範囲外です。										
productPriceMasterUpdateError	error	lms	ja-JP	商品マスタ (移動平均単価)テーブルへの更新ができません。										
productPriceMasterInsertError	error	lms	ja-JP	商品マスタ (移動平均単価)テーブルへの新規登録ができません。										
productMasterUpdateError	error	lms	ja-JP	商品マスタテーブルへの更新ができません。										
productMasterInsertError	error	lms	ja-JP	商品マスタテーブルへの新規登録ができません。										
productTypeCdCheckHalfWidthOnlyError	error	lms	ja-JP	商品種別が半角文字以外です。										
productTypeCdLengthOutOfRangeError	error	lms	ja-JP	商品種別の桁数が範囲外です。										
productPriceLengthOutOfRangeError	error	lms	ja-JP	商品代金の桁数が範囲外です。										
productNmLengthOutOfRangeError	error	lms	ja-JP	商品名称の桁数が範囲外です。										
numCheckNumericOnlyError	error	lms	ja-JP	数量が数字以外です。										
numNullError	error	lms	ja-JP	数量が存在しません。										
productionDtCheckNumericOnlyError	error	lms	ja-JP	製造日が数字以外です。										
productionDtCheckNotDateFormatError	error	lms	ja-JP	製造日が日付ではありません。										
productionDtLengthOutOfRangeError	error	lms	ja-JP	製造日の桁数が範囲外です。										
akakuroTypeCdCheckHalfWidthOnlyError	error	lms	ja-JP	赤黒区分が半角文字以外です。										
warehouseCdCheckHalfWidthOnlyError	error	lms	ja-JP	倉庫コードが半角文字以外です。										
senderCdCheckHalfWidthOnlyErro	error	lms	ja-JP	送り元コードが半角文字以外です。										
senderCdLengthOutOfRangeError	error	lms	ja-JP	送り元コードの桁数が範囲外です。										
invoiceSummaryNoHalfWidthOnlyError	error	lms	ja-JP	送り状摘要番号が半角文字以外です。										
invoiceSummaryNoLengthOutOfRangeError	error	lms	ja-JP	送り状摘要番号の桁数が範囲外です。										
destinationFaxCheckHalfWidthOnlyError	error	lms	ja-JP	送り先ＦＡＸ番号が半角文字以外です。										
destinationTelNoCheckHalfWidthOnlyError	error	lms	ja-JP	送り先電話番号が半角文字以外です。										
codFeeCheckNumericOnlyError	error	lms	ja-JP	代引手数料が数字以外です。										
codFeeLengthOutOfRangeError	error	lms	ja-JP	代引手数料の桁数が範囲外です。										
daihyoLocationCheckHalfWidthOnlyError	error	lms	ja-JP	代表ロケーションが半角文字以外です。										
inventoryFlgCheckHalfWidthOnlyError	error	lms	ja-JP	棚卸フラグが半角文字以外です。										
inventoryInstDuplicateError	error	lms	ja-JP	棚卸指示が重複しています。										
inventoryRecordDuplicateError	error	lms	ja-JP	棚卸実績が重複しています。										
inventoryDtCheckNumericOnlyError	error	lms	ja-JP	棚卸日が数字以外です。										
inventoryDtCheckNotDateFormatError	error	lms	ja-JP	棚卸日が日付ではありません。										
inventoryDtLengthOutOfRangeError	error	lms	ja-JP	棚卸日の桁数が範囲外です。										
unitCdCheckHalfWidthOnlyError	error	lms	ja-JP	単位コードが半角文字以外です。										
unitCdLengthOutOfRangeError	error	lms	ja-JP	単位コードの桁数が範囲外です。										
unitCdNmLengthOutOfRangeError	error	lms	ja-JP	単位コード名称の桁数が範囲外です。										
userLengthOutOfRangeError	error	lms	ja-JP	担当者の桁数が範囲外です。										
terminalNo1CheckHalfWidthOnlyError	error	lms	ja-JP	端末番号1が半角文字以外です。										
terminalNo1LengthOutOfRangeError	error	lms	ja-JP	端末番号1の桁数が範囲外です。										
terminalNo2CheckHalfWidthOnlyError	error	lms	ja-JP	端末番号2が半角文字以外です。										
terminalNo2LengthOutOfRangeError	error	lms	ja-JP	端末番号2の桁数が範囲外です。										
terminalNoCheckHalfWidthOnlyError	error	lms	ja-JP	端末番号が半角文字以外です。										
dataAddDtPickingCheckNotDateFormatError	error	lms	ja-JP	提供データ作成日_出庫が日付ではありません。										
dataAddDtPickingLengthOutOfRangeError	error	lms	ja-JP	提供データ作成日_出庫の桁数が範囲外です。										
dataAddDtWasteCheckNumericOnlyError	error	lms	ja-JP	提供データ作成日_廃棄が数字以外です。										
dataAddDtWasteCheckNotDateFormatError	error	lms	ja-JP	提供データ作成日_廃棄が日付ではありません。										
dataAddDtWasteLengthOutOfRangeError	error	lms	ja-JP	提供データ作成日_廃棄の桁数が範囲外です。										
dataAddDtReturnCheckNumericOnlyError	error	lms	ja-JP	提供データ作成日_良返が数字以外です。										
dataAddDtReturnCheckNotDateFormatError	error	lms	ja-JP	提供データ作成日_良返が日付ではありません。										
dataAddDtReturnLengthOutOfRangeError	error	lms	ja-JP	提供データ作成日_良返の桁数が範囲外です。										
